latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
15.57847,79.76964,340.53,0.4,0.44,2021-10-27,816,N20,VIIRS,n,2,298.71,4.81,D,0
15.63725,78.09129,332.86,0.49,0.4,2021-10-27,816,N20,VIIRS,l,2,305.83,2.85,D,0
15.82805,78.616,333.34,0.52,0.42,2021-10-27,816,N20,VIIRS,n,2,301.66,3.46,D,0
15.89775,78.22135,333.58,0.5,0.41,2021-10-27,816,N20,VIIRS,n,2,300.28,4.46,D,0
15.99454,80.00729,333.73,0.42,0.45,2021-10-27,816,N20,VIIRS,n,2,297.13,1.37,D,0
15.89898,78.21841,344.3,0.5,0.41,2021-10-27,817,N20,VIIRS,n,2,299.32,6.66,D,0
16.28312,80.34598,338.96,0.45,0.47,2021-10-27,817,N20,VIIRS,n,2,297.39,4.22,D,0
16.28599,80.34586,340.49,0.45,0.47,2021-10-27,817,N20,VIIRS,n,2,298.01,5.07,D,0
16.46246,79.3634,342.02,0.39,0.44,2021-10-27,817,N20,VIIRS,n,2,304.73,5.6,D,0
16.89156,79.34861,331.96,0.4,0.44,2021-10-27,817,N20,VIIRS,n,2,302.55,1.83,D,0
17.09444,79.41193,330.06,0.4,0.44,2021-10-27,817,N20,VIIRS,n,2,303.5,2.36,D,0
17.1765,80.24317,333.55,0.45,0.47,2021-10-27,817,N20,VIIRS,n,2,304.41,2.68,D,0
17.27892,79.1372,334.11,0.39,0.44,2021-10-27,817,N20,VIIRS,n,2,301.43,1.76,D,0
17.35205,78.89847,330.39,0.57,0.43,2021-10-27,817,N20,VIIRS,n,2,300.78,3.27,D,0
17.37034,80.14214,330.5,0.45,0.47,2021-10-27,817,N20,VIIRS,n,2,301.8,3.24,D,0
17.4595,79.0554,339.19,0.39,0.44,2021-10-27,817,N20,VIIRS,n,2,304.65,3.35,D,0
17.47077,78.8901,333.55,0.57,0.43,2021-10-27,817,N20,VIIRS,n,2,303.18,4.5,D,0
17.6063,78.54729,331.22,0.54,0.42,2021-10-27,817,N20,VIIRS,n,2,299.13,1.0,D,0
18.20701,79.46615,338.0,0.42,0.45,2021-10-27,817,N20,VIIRS,n,2,302.07,3.17,D,0
18.30072,79.05904,334.52,0.4,0.44,2021-10-27,817,N20,VIIRS,n,2,301.36,3.18,D,0
18.53268,78.57904,335.17,0.56,0.43,2021-10-27,817,N20,VIIRS,n,2,299.8,3.28,D,0
18.59519,78.38241,333.59,0.55,0.42,2021-10-27,817,N20,VIIRS,n,2,303.25,1.25,D,0
18.60785,78.44962,332.02,0.55,0.43,2021-10-27,817,N20,VIIRS,l,2,303.74,4.53,D,0
18.73465,78.38199,330.02,0.55,0.43,2021-10-27,817,N20,VIIRS,n,2,304.69,2.23,D,0
19.92116,79.11136,307.28,0.49,0.48,2021-10-27,2047,N20,VIIRS,n,2,291.96,0.98,N,2
19.92139,79.11372,306.14,0.49,0.49,2021-10-27,2047,N20,VIIRS,n,2,292.12,1.38,N,2
16.87323,80.02181,305.44,0.32,0.55,2021-10-27,2048,N20,VIIRS,n,2,290.15,0.76,N,2
17.14579,78.22487,297.55,0.48,0.48,2021-10-27,2048,N20,VIIRS,n,2,286.13,1.08,N,2
17.14612,78.22166,301.8,0.48,0.48,2021-10-27,2048,N20,VIIRS,n,2,286.2,1.09,N,2
17.22142,79.02368,303.6,0.54,0.51,2021-10-27,2048,N20,VIIRS,n,2,290.04,1.02,N,0
17.95714,80.79848,303.65,0.34,0.56,2021-10-27,2048,N20,VIIRS,n,2,291.55,1.17,N,2
15.77921,78.15317,340.43,0.39,0.36,2021-10-28,758,N20,VIIRS,n,2,268.22,4.38,D,0
15.79199,78.16959,349.27,0.39,0.36,2021-10-28,758,N20,VIIRS,n,2,269.22,8.93,D,0
16.04936,78.16326,342.55,0.39,0.36,2021-10-28,758,N20,VIIRS,n,2,275.29,4.8,D,0
16.95568,79.34035,335.76,0.39,0.36,2021-10-28,758,N20,VIIRS,n,2,281.32,2.57,D,0
17.42824,79.02621,329.99,0.38,0.36,2021-10-28,758,N20,VIIRS,n,2,295.78,2.08,D,0
17.84646,77.65662,344.35,0.39,0.36,2021-10-28,758,N20,VIIRS,n,2,301.5,8.27,D,0
17.95747,77.04456,333.94,0.4,0.37,2021-10-28,758,N20,VIIRS,n,2,301.86,1.82,D,0
17.98644,79.47251,332.2,0.39,0.36,2021-10-28,758,N20,VIIRS,n,2,297.85,2.43,D,0
18.0751,78.90336,331.64,0.38,0.36,2021-10-28,758,N20,VIIRS,n,2,300.36,4.2,D,0
18.15269,79.08327,333.75,0.39,0.36,2021-10-28,758,N20,VIIRS,n,2,299.54,2.5,D,0
