latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
15.96248,80.93428,304.2,0.48,0.65,2024-10-06,1925,N20,VIIRS,n,2,289.46,0.4,N,0
16.36216,81.27916,304.15,0.46,0.64,2024-10-06,1925,N20,VIIRS,n,2,289.35,0.68,N,0
19.80112,78.86337,305.05,0.47,0.64,2024-10-06,2105,N20,VIIRS,n,2,290.68,0.75,N,0
15.9187,77.36074,300.68,0.45,0.63,2024-10-06,2106,N20,VIIRS,n,2,285.64,0.75,N,2
15.93058,78.34256,335.23,0.49,0.41,2024-10-07,815,N20,VIIRS,n,2,300.39,1.51,D,0
15.93294,78.50327,330.54,0.5,0.41,2024-10-07,815,N20,VIIRS,n,2,298.72,4.2,D,0
16.41922,79.60471,333.42,0.39,0.44,2024-10-07,815,N20,VIIRS,n,2,296.56,1.92,D,0
16.45575,79.50684,331.24,0.39,0.44,2024-10-07,815,N20,VIIRS,n,2,300.68,1.95,D,0
18.05824,78.75468,330.95,0.55,0.43,2024-10-07,816,N20,VIIRS,n,2,296.61,2.22,D,0
18.2317,77.66762,333.52,0.48,0.4,2024-10-07,816,N20,VIIRS,n,2,298.8,3.25,D,0
18.72119,79.53867,330.7,0.42,0.45,2024-10-07,816,N20,VIIRS,n,2,299.9,5.55,D,2
19.48315,77.6796,330.15,0.5,0.41,2024-10-07,816,N20,VIIRS,l,2,301.96,3.22,D,0
17.95756,80.79371,304.19,0.33,0.56,2024-10-07,2046,N20,VIIRS,n,2,289.57,1.28,N,2
17.96007,80.78127,303.48,0.33,0.55,2024-10-07,2046,N20,VIIRS,n,2,288.77,0.88,N,0
17.14593,78.22253,303.31,0.47,0.48,2024-10-07,2047,N20,VIIRS,n,2,288.13,0.88,N,2
15.87301,78.39299,335.81,0.39,0.36,2024-10-08,756,N20,VIIRS,n,2,302.22,4.13,D,0
15.87965,78.39188,333.89,0.39,0.36,2024-10-08,756,N20,VIIRS,n,2,300.73,3.71,D,0
15.93816,78.33023,330.5,0.39,0.36,2024-10-08,756,N20,VIIRS,l,2,304.57,2.43,D,0
15.95037,78.34304,338.85,0.39,0.36,2024-10-08,756,N20,VIIRS,n,2,307.0,6.35,D,0
15.95312,78.33887,336.01,0.39,0.36,2024-10-08,756,N20,VIIRS,n,2,303.45,6.5,D,0
15.95532,78.33107,344.68,0.39,0.36,2024-10-08,756,N20,VIIRS,n,2,302.03,4.47,D,0
16.31639,77.83517,337.26,0.4,0.37,2024-10-08,756,N20,VIIRS,n,2,302.5,4.72,D,0
16.49992,80.45991,337.98,0.4,0.37,2024-10-08,756,N20,VIIRS,n,2,299.45,4.33,D,0
16.50184,80.4593,337.12,0.4,0.37,2024-10-08,756,N20,VIIRS,n,2,298.56,3.56,D,0
16.51967,79.3577,331.09,0.38,0.36,2024-10-08,756,N20,VIIRS,n,2,293.65,2.08,D,0
16.59544,78.08032,332.73,0.39,0.36,2024-10-08,756,N20,VIIRS,n,2,297.9,2.95,D,0
16.7781,79.09037,336.98,0.38,0.36,2024-10-08,756,N20,VIIRS,n,2,299.06,3.72,D,0
16.80824,79.31297,335.93,0.38,0.36,2024-10-08,756,N20,VIIRS,n,2,297.63,4.11,D,0
17.4404,80.66933,333.49,0.41,0.37,2024-10-08,757,N20,VIIRS,n,2,295.51,2.5,D,0
17.76416,79.44262,332.48,0.39,0.36,2024-10-08,757,N20,VIIRS,n,2,298.88,2.55,D,0
18.44222,79.02972,331.88,0.38,0.36,2024-10-08,757,N20,VIIRS,n,2,297.49,1.81,D,0
18.46498,79.02184,330.22,0.38,0.36,2024-10-08,757,N20,VIIRS,n,2,299.21,2.38,D,0
18.56427,79.14307,332.13,0.39,0.36,2024-10-08,757,N20,VIIRS,n,2,296.5,2.34,D,0
18.72097,79.53692,332.69,0.39,0.36,2024-10-08,757,N20,VIIRS,n,2,301.16,4.95,D,2
18.77686,78.36819,330.72,0.38,0.36,2024-10-08,757,N20,VIIRS,n,2,296.56,3.3,D,0
18.88902,78.81677,330.3,0.38,0.36,2024-10-08,757,N20,VIIRS,n,2,295.3,1.62,D,0
18.67431,79.55438,307.37,0.44,0.38,2024-10-08,2027,N20,VIIRS,n,2,292.92,1.76,N,0
18.72031,79.53778,309.96,0.44,0.38,2024-10-08,2027,N20,VIIRS,n,2,292.81,2.61,N,2
19.92114,79.11382,305.27,0.41,0.37,2024-10-08,2027,N20,VIIRS,n,2,292.56,1.01,N,2
19.92194,79.11351,305.07,0.41,0.37,2024-10-08,2027,N20,VIIRS,n,2,292.41,0.78,N,2
19.9651,79.33551,317.82,0.42,0.37,2024-10-08,2027,N20,VIIRS,n,2,291.65,1.19,N,2
17.13909,77.17551,307.82,0.39,0.36,2024-10-08,2028,N20,VIIRS,n,2,292.49,0.76,N,2
17.3049,77.43488,304.19,0.39,0.36,2024-10-08,2028,N20,VIIRS,n,2,291.78,0.4,N,0
17.5847,80.31847,307.47,0.49,0.4,2024-10-08,2028,N20,VIIRS,n,2,291.92,1.43,N,0
17.95811,80.78312,310.6,0.51,0.41,2024-10-08,2028,N20,VIIRS,n,2,293.32,1.8,N,0
15.57004,78.23688,336.62,0.43,0.46,2024-10-09,737,N20,VIIRS,n,2,291.98,6.54,D,0
15.66667,78.43109,329.27,0.42,0.45,2024-10-09,737,N20,VIIRS,n,2,290.21,1.31,D,0
15.83986,78.5055,340.44,0.41,0.45,2024-10-09,737,N20,VIIRS,n,2,290.08,5.5,D,0
15.89141,78.28027,327.63,0.42,0.45,2024-10-09,737,N20,VIIRS,n,2,291.49,4.14,D,0
17.64119,81.11943,330.9,0.43,0.38,2024-10-09,738,N20,VIIRS,n,2,299.44,1.96,D,0
18.721,79.5386,331.23,0.49,0.4,2024-10-09,738,N20,VIIRS,l,2,303.27,4.43,D,2
18.81528,77.83053,336.77,0.4,0.44,2024-10-09,738,N20,VIIRS,n,2,295.91,3.81,D,0
19.80307,78.86313,307.35,0.45,0.39,2024-10-09,2008,N20,VIIRS,n,2,293.47,0.7,N,0
19.96486,79.33449,321.12,0.43,0.38,2024-10-09,2008,N20,VIIRS,n,2,292.22,1.83,N,2
15.91737,77.36272,301.14,0.48,0.4,2024-10-09,2009,N20,VIIRS,n,2,286.09,0.32,N,2
15.96272,80.93772,310.62,0.38,0.36,2024-10-09,2009,N20,VIIRS,n,2,291.51,1.43,N,0
17.1397,77.17347,303.92,0.51,0.41,2024-10-09,2009,N20,VIIRS,n,2,287.15,0.87,N,2
17.14658,78.22506,301.09,0.45,0.39,2024-10-09,2009,N20,VIIRS,n,2,285.99,0.79,N,2
17.15886,78.29124,301.88,0.45,0.39,2024-10-09,2009,N20,VIIRS,n,2,286.08,0.4,N,0
17.58382,80.3187,308.12,0.39,0.36,2024-10-09,2009,N20,VIIRS,n,2,291.23,0.92,N,0
17.95732,80.7863,311.08,0.39,0.36,2024-10-09,2009,N20,VIIRS,n,2,292.44,1.54,N,0
17.95788,80.78268,310.9,0.39,0.36,2024-10-09,2009,N20,VIIRS,n,2,291.54,1.54,N,0
18.67505,79.55318,310.49,0.41,0.37,2024-10-09,2009,N20,VIIRS,n,2,292.03,1.74,N,0
18.71951,79.53632,312.09,0.41,0.37,2024-10-09,2009,N20,VIIRS,n,2,292.33,2.43,N,2
18.77661,79.95995,326.75,0.59,0.53,2024-10-10,719,N20,VIIRS,n,2,296.62,8.31,D,0
18.88552,78.22259,328.93,0.38,0.59,2024-10-10,720,N20,VIIRS,n,2,288.92,5.45,D,0
19.92195,79.11304,303.0,0.54,0.51,2024-10-10,1949,N20,VIIRS,n,2,286.62,0.9,N,2
17.95638,80.78623,300.8,0.4,0.44,2024-10-10,1950,N20,VIIRS,n,2,273.5,0.92,N,0
