latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
15.59605,79.06242,340.4,0.44,0.46,2023-10-22,823,N20,VIIRS,n,2,298.81,2.38,D,0
15.74119,78.53876,335.68,0.41,0.45,2023-10-22,823,N20,VIIRS,n,2,304.03,3.47,D,0
15.78218,78.49804,339.49,0.41,0.45,2023-10-22,823,N20,VIIRS,n,2,305.59,3.48,D,0
15.82106,78.38438,332.82,0.41,0.45,2023-10-22,823,N20,VIIRS,l,2,306.9,2.36,D,0
16.20468,77.75981,339.81,0.56,0.43,2023-10-22,823,N20,VIIRS,n,2,306.75,11.62,D,0
16.33435,77.92917,331.66,0.39,0.44,2023-10-22,823,N20,VIIRS,n,2,303.85,2.51,D,0
17.04856,78.67403,337.32,0.44,0.46,2023-10-22,823,N20,VIIRS,n,2,303.96,3.19,D,0
17.24448,79.25792,338.58,0.48,0.48,2023-10-22,823,N20,VIIRS,n,2,305.32,7.34,D,0
18.37162,77.69466,334.28,0.4,0.44,2023-10-22,824,N20,VIIRS,l,2,306.45,2.96,D,0
18.59253,78.4753,342.78,0.45,0.47,2023-10-22,824,N20,VIIRS,n,2,299.51,6.47,D,0
18.59353,78.47401,339.58,0.45,0.47,2023-10-22,824,N20,VIIRS,n,2,299.92,6.8,D,0
18.59402,77.91801,330.93,0.41,0.45,2023-10-22,824,N20,VIIRS,n,2,301.95,2.03,D,0
18.69429,77.99667,343.62,0.42,0.45,2023-10-22,824,N20,VIIRS,n,2,302.95,6.28,D,0
18.86554,78.10018,338.15,0.43,0.46,2023-10-22,824,N20,VIIRS,n,2,298.7,4.86,D,0
18.94514,77.84318,330.67,0.41,0.45,2023-10-22,824,N20,VIIRS,l,2,304.73,1.36,D,0
18.95471,77.79472,333.06,0.41,0.45,2023-10-22,824,N20,VIIRS,n,2,304.24,3.23,D,0
17.6652,80.48593,304.72,0.41,0.6,2023-10-22,2054,N20,VIIRS,n,2,288.98,0.9,N,0
18.68108,79.55169,298.41,0.34,0.56,2023-10-22,2054,N20,VIIRS,n,2,279.75,0.21,N,0
18.71192,79.40237,296.98,0.33,0.55,2023-10-22,2054,N20,VIIRS,n,2,280.49,0.33,N,0
18.72149,79.53477,305.64,0.34,0.56,2023-10-22,2054,N20,VIIRS,n,2,283.2,0.67,N,2
18.73786,79.53199,299.63,0.34,0.56,2023-10-22,2054,N20,VIIRS,n,2,281.93,0.27,N,2
15.85622,78.59144,296.89,0.33,0.55,2023-10-22,2055,N20,VIIRS,n,2,268.08,0.32,N,0
15.55897,79.0786,337.7,0.4,0.37,2023-10-23,804,N20,VIIRS,n,2,311.98,4.57,D,0
15.74985,78.52768,336.87,0.39,0.36,2023-10-23,804,N20,VIIRS,n,2,311.81,3.0,D,0
15.85422,77.14931,336.26,0.39,0.36,2023-10-23,804,N20,VIIRS,n,2,305.03,3.3,D,0
15.85995,78.49172,342.65,0.39,0.36,2023-10-23,804,N20,VIIRS,l,2,313.36,7.02,D,0
15.87952,78.55506,338.42,0.39,0.36,2023-10-23,804,N20,VIIRS,n,2,311.09,2.02,D,0
15.89079,78.26517,337.03,0.39,0.36,2023-10-23,804,N20,VIIRS,l,2,311.2,3.31,D,0
15.95915,79.05002,337.96,0.4,0.37,2023-10-23,804,N20,VIIRS,l,2,308.96,3.72,D,0
15.96251,79.04951,340.65,0.4,0.37,2023-10-23,804,N20,VIIRS,n,2,312.64,8.52,D,0
16.10615,78.96945,333.47,0.4,0.37,2023-10-23,804,N20,VIIRS,l,2,306.42,3.86,D,0
16.10668,78.97311,341.31,0.4,0.37,2023-10-23,804,N20,VIIRS,n,2,307.7,3.86,D,0
16.11284,78.96837,336.79,0.4,0.37,2023-10-23,804,N20,VIIRS,n,2,306.47,4.18,D,0
16.17928,80.14809,335.3,0.43,0.38,2023-10-23,804,N20,VIIRS,n,2,306.96,2.94,D,0
16.22244,78.03181,336.49,0.39,0.36,2023-10-23,804,N20,VIIRS,n,2,307.33,4.08,D,0
16.51148,78.60872,335.28,0.39,0.36,2023-10-23,804,N20,VIIRS,n,2,309.82,2.19,D,0
16.74927,79.03608,332.62,0.4,0.37,2023-10-23,804,N20,VIIRS,l,2,303.6,1.62,D,0
16.75156,79.02808,336.36,0.4,0.37,2023-10-23,804,N20,VIIRS,n,2,303.99,1.93,D,0
16.9657,81.09739,332.42,0.48,0.4,2023-10-23,804,N20,VIIRS,n,2,307.33,3.49,D,0
17.12665,79.11152,347.24,0.4,0.37,2023-10-23,804,N20,VIIRS,n,2,309.67,6.69,D,0
17.2576,79.09914,335.79,0.41,0.37,2023-10-23,804,N20,VIIRS,n,2,309.82,2.53,D,0
17.28885,79.31696,334.18,0.41,0.37,2023-10-23,804,N20,VIIRS,n,2,301.88,1.78,D,0
17.4466,78.67796,331.79,0.4,0.37,2023-10-23,804,N20,VIIRS,l,2,305.21,0.94,D,0
17.58368,77.94328,333.04,0.39,0.36,2023-10-23,804,N20,VIIRS,n,2,300.27,2.21,D,0
17.72518,80.29166,330.81,0.45,0.39,2023-10-23,804,N20,VIIRS,n,2,297.94,2.72,D,0
