latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
16.29691,77.56087,333.62,0.55,0.43,2020-11-16,745,N20,VIIRS,n,2,290.45,4.72,D,0
16.29795,77.56251,333.96,0.55,0.43,2020-11-16,745,N20,VIIRS,n,2,289.3,5.39,D,0
16.41143,77.49692,331.49,0.55,0.43,2020-11-16,745,N20,VIIRS,n,2,286.91,1.89,D,0
16.42932,77.16174,333.05,0.39,0.44,2020-11-16,745,N20,VIIRS,n,2,293.52,2.32,D,0
16.58511,77.18023,337.34,0.57,0.43,2020-11-16,745,N20,VIIRS,n,2,289.58,10.62,D,0
16.59221,77.17428,340.97,0.38,0.43,2020-11-16,745,N20,VIIRS,n,2,286.87,5.58,D,0
16.63265,77.84386,332.6,0.53,0.42,2020-11-16,745,N20,VIIRS,n,2,291.15,3.72,D,0
16.70569,78.89104,335.33,0.46,0.39,2020-11-16,745,N20,VIIRS,n,2,291.39,3.98,D,0
16.7373,77.10217,339.48,0.38,0.44,2020-11-16,745,N20,VIIRS,n,2,289.82,5.89,D,0
16.7596,77.09699,330.97,0.38,0.43,2020-11-16,745,N20,VIIRS,n,2,293.59,8.65,D,0
16.76024,77.10053,342.26,0.38,0.43,2020-11-16,745,N20,VIIRS,n,2,295.62,14.65,D,0
17.20511,79.49197,335.19,0.43,0.38,2020-11-16,745,N20,VIIRS,n,2,291.99,3.21,D,0
17.34661,79.42988,332.55,0.43,0.38,2020-11-16,745,N20,VIIRS,n,2,295.9,2.67,D,0
17.34727,79.43391,332.2,0.43,0.38,2020-11-16,745,N20,VIIRS,n,2,295.84,2.48,D,0
17.3823,79.13883,335.16,0.44,0.39,2020-11-16,745,N20,VIIRS,n,2,296.33,3.41,D,0
17.60096,79.63206,332.16,0.42,0.38,2020-11-16,745,N20,VIIRS,n,2,297.42,1.74,D,0
17.71622,79.58371,332.88,0.42,0.38,2020-11-16,745,N20,VIIRS,n,2,298.26,4.12,D,0
17.76724,78.21616,332.9,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,298.86,5.75,D,0
17.78035,78.29263,330.02,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,298.15,2.0,D,0
17.78546,78.12368,330.74,0.49,0.4,2020-11-16,745,N20,VIIRS,n,2,299.31,3.56,D,0
17.91359,78.77513,333.21,0.45,0.39,2020-11-16,745,N20,VIIRS,n,2,299.91,1.98,D,0
17.92389,78.34086,339.27,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,301.07,4.66,D,0
18.00266,78.40508,331.09,0.47,0.4,2020-11-16,745,N20,VIIRS,n,2,295.82,2.65,D,0
18.01818,78.14426,332.14,0.49,0.4,2020-11-16,745,N20,VIIRS,n,2,298.34,2.69,D,0
18.02723,80.74738,334.29,0.39,0.36,2020-11-16,745,N20,VIIRS,n,2,300.05,2.9,D,0
18.04872,78.23599,334.05,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,299.99,3.27,D,0
18.04881,78.08342,332.3,0.49,0.4,2020-11-16,745,N20,VIIRS,n,2,299.33,3.01,D,0
18.04911,78.237,345.73,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,301.01,5.82,D,0
18.05041,78.22288,333.36,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,299.96,3.42,D,0
18.05197,78.23183,334.57,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,297.78,5.82,D,0
18.05405,78.2222,335.05,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,300.84,3.93,D,0
18.05483,78.22668,332.96,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,299.67,3.93,D,0
18.06412,78.4164,330.97,0.47,0.4,2020-11-16,745,N20,VIIRS,n,2,299.38,7.07,D,0
18.08053,78.245,340.35,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,299.26,4.31,D,0
18.10958,78.06258,333.34,0.49,0.4,2020-11-16,745,N20,VIIRS,n,2,299.84,3.97,D,0
18.13066,78.23104,333.75,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,299.65,2.56,D,0
18.13813,80.13383,338.96,0.4,0.37,2020-11-16,745,N20,VIIRS,n,2,299.47,4.06,D,0
18.14814,78.2014,330.6,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,296.85,1.81,D,0
18.14868,78.20448,346.71,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,298.84,6.66,D,0
18.14892,78.20588,332.25,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,298.71,4.02,D,0
18.16711,78.2025,335.45,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,301.19,3.98,D,0
18.18338,78.01256,330.19,0.49,0.4,2020-11-16,745,N20,VIIRS,n,2,299.15,3.58,D,0
18.21006,77.86674,342.98,0.5,0.41,2020-11-16,745,N20,VIIRS,n,2,299.31,5.97,D,0
18.21618,79.37714,330.15,0.43,0.38,2020-11-16,745,N20,VIIRS,n,2,299.01,0.83,D,0
18.22476,79.34258,330.68,0.43,0.38,2020-11-16,745,N20,VIIRS,n,2,299.6,1.1,D,0
18.28402,79.27827,339.33,0.43,0.38,2020-11-16,745,N20,VIIRS,n,2,302.6,4.29,D,0
18.29908,77.87362,334.21,0.5,0.41,2020-11-16,745,N20,VIIRS,n,2,298.21,4.14,D,0
18.31124,78.61291,337.31,0.46,0.39,2020-11-16,745,N20,VIIRS,n,2,299.66,6.12,D,0
18.32274,77.86609,334.3,0.5,0.41,2020-11-16,745,N20,VIIRS,n,2,299.44,7.53,D,0
18.32389,78.15205,330.2,0.48,0.4,2020-11-16,745,N20,VIIRS,n,2,298.47,2.38,D,0
18.32399,79.36992,332.23,0.43,0.38,2020-11-16,745,N20,VIIRS,n,2,300.73,1.05,D,0
18.33903,77.71828,330.08,0.5,0.41,2020-11-16,745,N20,VIIRS,n,2,295.81,3.02,D,0
18.34212,79.41578,333.64,0.42,0.38,2020-11-16,745,N20,VIIRS,n,2,299.78,3.2,D,0
18.34489,77.86186,346.72,0.5,0.41,2020-11-16,745,N20,VIIRS,n,2,300.59,9.69,D,0
18.34707,79.4026,333.36,0.43,0.38,2020-11-16,745,N20,VIIRS,n,2,302.32,3.77,D,0
18.35973,78.86045,336.84,0.45,0.39,2020-11-16,745,N20,VIIRS,n,2,296.49,5.07,D,0
18.38031,79.22391,331.18,0.43,0.38,2020-11-16,745,N20,VIIRS,n,2,299.98,2.55,D,0
18.48763,79.40691,336.84,0.42,0.38,2020-11-16,745,N20,VIIRS,n,2,302.1,2.92,D,0
18.49107,79.40628,335.2,0.42,0.38,2020-11-16,745,N20,VIIRS,n,2,301.14,2.92,D,0
18.49558,78.45692,331.2,0.46,0.39,2020-11-16,745,N20,VIIRS,n,2,300.82,2.63,D,0
18.49582,79.00263,336.01,0.44,0.38,2020-11-16,745,N20,VIIRS,n,2,298.68,3.26,D,0
18.5329,78.52585,333.72,0.46,0.39,2020-11-16,745,N20,VIIRS,n,2,299.21,2.33,D,0
18.58619,79.70785,337.66,0.41,0.37,2020-11-16,745,N20,VIIRS,n,2,300.23,3.35,D,0
18.63219,79.68779,331.48,0.41,0.37,2020-11-16,745,N20,VIIRS,n,2,301.45,3.68,D,0
18.44568,77.79201,340.12,0.5,0.41,2020-11-16,746,N20,VIIRS,n,2,300.53,4.09,D,0
18.44803,77.84923,336.86,0.5,0.41,2020-11-16,746,N20,VIIRS,n,2,299.87,5.63,D,0
18.51024,77.9231,331.99,0.49,0.4,2020-11-16,746,N20,VIIRS,n,2,298.92,5.01,D,0
18.51303,77.75121,335.7,0.5,0.41,2020-11-16,746,N20,VIIRS,n,2,299.16,4.99,D,0
18.51674,77.7505,354.26,0.5,0.41,2020-11-16,746,N20,VIIRS,n,2,304.23,24.33,D,0
18.51756,77.75517,348.97,0.5,0.41,2020-11-16,746,N20,VIIRS,n,2,301.12,17.98,D,0
18.51808,77.96885,351.5,0.49,0.4,2020-11-16,746,N20,VIIRS,n,2,302.24,15.78,D,0
18.52044,77.74979,331.92,0.5,0.41,2020-11-16,746,N20,VIIRS,n,2,301.99,24.33,D,0
18.52127,77.75446,344.38,0.5,0.41,2020-11-16,746,N20,VIIRS,n,2,301.69,17.98,D,0
18.52405,78.13571,334.51,0.48,0.4,2020-11-16,746,N20,VIIRS,n,2,300.44,5.07,D,0
18.53156,77.74766,353.17,0.5,0.41,2020-11-16,746,N20,VIIRS,n,2,303.11,32.18,D,0
18.53551,78.52677,334.46,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,299.15,4.04,D,0
18.53638,77.86198,343.54,0.49,0.4,2020-11-16,746,N20,VIIRS,n,2,300.29,7.87,D,0
18.5449,77.88889,331.29,0.49,0.4,2020-11-16,746,N20,VIIRS,n,2,299.01,3.6,D,0
18.54964,77.76349,335.12,0.5,0.41,2020-11-16,746,N20,VIIRS,n,2,300.28,5.77,D,0
18.55851,77.96658,336.27,0.49,0.4,2020-11-16,746,N20,VIIRS,n,2,301.52,9.59,D,0
18.56549,77.83251,330.98,0.49,0.41,2020-11-16,746,N20,VIIRS,l,2,301.58,3.58,D,0
18.58294,78.10661,345.72,0.48,0.4,2020-11-16,746,N20,VIIRS,n,2,301.62,13.91,D,0
18.5893,77.90399,330.01,0.49,0.4,2020-11-16,746,N20,VIIRS,n,2,299.9,5.12,D,0
18.60897,78.018,332.24,0.48,0.4,2020-11-16,746,N20,VIIRS,n,2,298.03,10.37,D,0
18.60995,78.37872,333.53,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,299.18,1.53,D,0
18.61393,77.80403,331.58,0.5,0.41,2020-11-16,746,N20,VIIRS,n,2,300.09,3.3,D,0
18.61473,77.80867,335.65,0.5,0.41,2020-11-16,746,N20,VIIRS,n,2,300.37,3.3,D,0
18.61842,77.80797,334.79,0.5,0.41,2020-11-16,746,N20,VIIRS,n,2,300.63,7.71,D,0
18.63617,78.30659,332.82,0.47,0.4,2020-11-16,746,N20,VIIRS,n,2,299.8,4.36,D,0
18.63888,78.38706,332.04,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,297.64,2.48,D,0
18.64558,77.86207,340.34,0.49,0.4,2020-11-16,746,N20,VIIRS,n,2,294.17,5.52,D,0
18.64605,78.38573,333.99,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,298.38,2.87,D,0
18.64901,78.40304,334.07,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,300.2,2.34,D,0
18.65097,77.82773,335.69,0.49,0.41,2020-11-16,746,N20,VIIRS,n,2,299.05,6.38,D,0
18.66747,79.30582,338.31,0.43,0.38,2020-11-16,746,N20,VIIRS,n,2,298.52,6.11,D,0
18.6812,79.06697,333.88,0.43,0.38,2020-11-16,746,N20,VIIRS,n,2,296.25,4.65,D,0
18.68943,78.76842,337.31,0.45,0.39,2020-11-16,746,N20,VIIRS,n,2,298.99,5.72,D,0
18.71415,77.92934,338.46,0.49,0.4,2020-11-16,746,N20,VIIRS,n,2,295.93,4.77,D,0
18.71781,77.92863,353.05,0.49,0.4,2020-11-16,746,N20,VIIRS,n,2,296.81,12.62,D,0
18.73289,78.12589,335.17,0.48,0.4,2020-11-16,746,N20,VIIRS,n,2,302.03,4.12,D,0
18.73792,79.75295,336.1,0.41,0.37,2020-11-16,746,N20,VIIRS,n,2,300.01,3.3,D,0
18.74186,78.35123,332.54,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,298.15,2.61,D,0
18.75898,78.81548,331.66,0.44,0.39,2020-11-16,746,N20,VIIRS,n,2,298.38,3.22,D,0
18.77403,77.88649,342.96,0.49,0.4,2020-11-16,746,N20,VIIRS,n,2,297.92,9.86,D,0
18.7863,78.19823,337.33,0.47,0.4,2020-11-16,746,N20,VIIRS,n,2,300.83,3.93,D,0
18.79935,78.2094,334.35,0.47,0.4,2020-11-16,746,N20,VIIRS,n,2,300.1,3.96,D,0
18.8026,78.4912,330.41,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,297.79,2.41,D,0
18.81833,78.51919,343.04,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,300.06,5.45,D,0
18.82033,78.4657,339.81,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,299.86,8.01,D,0
18.82761,78.17346,331.12,0.47,0.4,2020-11-16,746,N20,VIIRS,n,2,295.31,1.93,D,0
18.84043,78.44077,331.62,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,299.38,3.57,D,0
18.84167,78.43948,332.35,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,299.33,3.01,D,0
18.86685,78.44466,333.39,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,299.08,4.53,D,0
18.87126,78.47043,333.25,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,299.12,4.3,D,0
18.87929,78.51736,334.25,0.45,0.39,2020-11-16,746,N20,VIIRS,n,2,300.43,5.44,D,0
18.90737,79.13841,337.04,0.43,0.38,2020-11-16,746,N20,VIIRS,n,2,297.57,3.65,D,0
18.91244,78.43163,340.39,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,299.94,4.38,D,0
18.92958,78.44613,333.9,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,299.28,4.48,D,0
18.94836,78.02348,334.62,0.48,0.4,2020-11-16,746,N20,VIIRS,n,2,299.81,3.53,D,0
18.95097,78.4642,345.12,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,300.64,10.86,D,0
18.95381,78.46508,350.49,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,301.37,10.19,D,0
18.95452,78.46352,332.7,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,298.72,2.75,D,0
18.95524,78.4678,330.13,0.46,0.39,2020-11-16,746,N20,VIIRS,n,2,298.81,2.48,D,0
18.95951,78.62458,330.25,0.45,0.39,2020-11-16,746,N20,VIIRS,n,2,299.2,2.29,D,0
19.42381,77.30537,330.19,0.51,0.41,2020-11-16,746,N20,VIIRS,n,2,302.58,3.23,D,0
19.77636,79.14402,335.99,0.42,0.38,2020-11-16,746,N20,VIIRS,n,2,300.4,1.46,D,0
19.91657,78.99014,333.22,0.43,0.38,2020-11-16,746,N20,VIIRS,n,2,301.06,3.06,D,0
16.71464,79.81698,305.84,0.38,0.36,2020-11-16,2016,N20,VIIRS,n,2,292.62,0.7,N,2
16.7683,80.01363,304.41,0.39,0.36,2020-11-16,2016,N20,VIIRS,n,2,292.7,0.56,N,0
16.83257,80.03575,307.29,0.39,0.36,2020-11-16,2016,N20,VIIRS,n,2,292.36,0.86,N,0
16.8723,80.02046,306.57,0.39,0.36,2020-11-16,2016,N20,VIIRS,n,2,293.15,0.72,N,2
17.0647,78.2316,302.49,0.4,0.37,2020-11-16,2016,N20,VIIRS,n,2,289.81,0.61,N,0
17.13934,77.1768,304.6,0.43,0.38,2020-11-16,2016,N20,VIIRS,n,2,292.45,0.88,N,0
17.95505,80.7981,305.44,0.39,0.36,2020-11-16,2016,N20,VIIRS,n,2,293.27,1.15,N,0
17.95777,80.80235,312.48,0.39,0.36,2020-11-16,2016,N20,VIIRS,n,2,292.73,1.15,N,2
18.71363,79.40389,304.79,0.39,0.36,2020-11-16,2016,N20,VIIRS,n,2,293.84,0.67,N,0
19.7233,79.1764,303.83,0.39,0.36,2020-11-16,2016,N20,VIIRS,n,2,293.47,1.06,N,0
19.78831,79.14871,310.14,0.39,0.36,2020-11-16,2016,N20,VIIRS,n,2,295.65,1.56,N,2
19.88114,79.11832,310.94,0.39,0.36,2020-11-16,2016,N20,VIIRS,n,2,293.4,1.63,N,0
19.92281,79.11388,303.78,0.39,0.36,2020-11-16,2016,N20,VIIRS,n,2,293.23,0.71,N,2
19.96398,79.33375,310.97,0.39,0.36,2020-11-16,2016,N20,VIIRS,n,2,292.9,1.12,N,2
19.99755,79.17947,306.32,0.39,0.36,2020-11-16,2016,N20,VIIRS,n,2,292.66,0.71,N,0
16.65691,79.81435,303.48,0.38,0.36,2020-11-16,2017,N20,VIIRS,n,2,291.67,0.58,N,0
16.50053,77.10067,341.32,0.39,0.6,2020-11-17,726,N20,VIIRS,n,2,291.57,4.91,D,0
16.51618,77.06701,344.05,0.4,0.6,2020-11-17,726,N20,VIIRS,n,2,291.9,4.35,D,0
16.71699,77.12318,344.45,0.39,0.59,2020-11-17,726,N20,VIIRS,n,2,294.65,6.07,D,0
16.71772,77.12672,336.14,0.39,0.59,2020-11-17,726,N20,VIIRS,n,2,294.3,6.66,D,0
16.71844,77.13025,367.0,0.39,0.59,2020-11-17,726,N20,VIIRS,h,2,295.3,6.66,D,0
16.73231,77.11606,335.77,0.39,0.59,2020-11-17,726,N20,VIIRS,n,2,295.28,2.28,D,0
16.74751,77.05294,337.51,0.39,0.59,2020-11-17,726,N20,VIIRS,n,2,293.84,6.07,D,0
16.74823,77.05651,367.0,0.39,0.59,2020-11-17,726,N20,VIIRS,h,2,294.4,6.07,D,0
16.75404,77.08522,338.32,0.39,0.59,2020-11-17,726,N20,VIIRS,n,2,295.5,5.19,D,0
16.83948,79.7838,331.03,0.52,0.5,2020-11-17,726,N20,VIIRS,n,2,299.04,3.08,D,0
17.09149,79.76734,340.15,0.51,0.49,2020-11-17,726,N20,VIIRS,n,2,299.68,6.35,D,0
17.09358,79.76829,344.87,0.51,0.49,2020-11-17,726,N20,VIIRS,n,2,300.15,7.36,D,0
17.1278,79.43211,330.7,0.54,0.51,2020-11-17,726,N20,VIIRS,n,2,298.36,3.25,D,0
17.14899,80.51536,335.01,0.46,0.47,2020-11-17,726,N20,VIIRS,n,2,302.11,4.37,D,0
17.19879,79.5045,334.88,0.53,0.5,2020-11-17,726,N20,VIIRS,n,2,300.34,2.44,D,0
17.33643,79.03681,331.24,0.57,0.52,2020-11-17,726,N20,VIIRS,n,2,298.47,4.56,D,0
17.4624,79.46901,330.93,0.53,0.5,2020-11-17,726,N20,VIIRS,n,2,298.52,2.3,D,0
17.59408,78.20537,335.01,0.63,0.54,2020-11-17,726,N20,VIIRS,n,2,298.19,8.45,D,0
17.60294,81.03786,335.15,0.42,0.45,2020-11-17,726,N20,VIIRS,n,2,304.97,4.24,D,0
17.72398,79.30209,331.42,0.53,0.5,2020-11-17,726,N20,VIIRS,n,2,299.13,2.6,D,0
18.02951,80.75097,335.88,0.43,0.46,2020-11-17,726,N20,VIIRS,n,2,301.65,3.99,D,0
18.03022,80.75493,333.55,0.43,0.46,2020-11-17,726,N20,VIIRS,n,2,300.95,3.3,D,0
18.05252,80.75086,334.69,0.43,0.46,2020-11-17,726,N20,VIIRS,n,2,303.38,5.83,D,0
17.92169,78.05365,338.26,0.32,0.55,2020-11-17,727,N20,VIIRS,n,2,298.51,2.18,D,0
17.96767,78.04812,330.24,0.32,0.54,2020-11-17,727,N20,VIIRS,n,2,298.53,1.56,D,0
17.98044,78.18685,330.04,0.62,0.54,2020-11-17,727,N20,VIIRS,n,2,301.06,3.06,D,0
17.99491,78.39958,331.53,0.6,0.53,2020-11-17,727,N20,VIIRS,n,2,299.25,4.21,D,0
17.99575,79.04063,339.39,0.55,0.51,2020-11-17,727,N20,VIIRS,n,2,300.69,4.07,D,0
18.0441,78.01878,332.99,0.32,0.55,2020-11-17,727,N20,VIIRS,n,2,299.82,1.16,D,0
18.07231,78.13627,341.95,0.63,0.54,2020-11-17,727,N20,VIIRS,n,2,300.67,5.41,D,0
18.074,78.13477,341.1,0.63,0.54,2020-11-17,727,N20,VIIRS,n,2,301.74,4.28,D,0
18.0772,78.13525,333.31,0.63,0.54,2020-11-17,727,N20,VIIRS,n,2,301.98,4.32,D,0
18.0789,78.13375,330.9,0.63,0.54,2020-11-17,727,N20,VIIRS,n,2,301.99,4.28,D,0
18.10846,78.10313,337.78,0.63,0.54,2020-11-17,727,N20,VIIRS,n,2,301.0,5.08,D,0
18.11026,78.03548,335.44,0.64,0.54,2020-11-17,727,N20,VIIRS,n,2,299.9,5.74,D,0
18.12201,79.4936,334.95,0.51,0.49,2020-11-17,727,N20,VIIRS,n,2,299.42,4.0,D,0
18.12515,79.49649,333.48,0.51,0.49,2020-11-17,727,N20,VIIRS,n,2,299.27,5.28,D,0
18.14337,78.15018,339.2,0.62,0.54,2020-11-17,727,N20,VIIRS,n,2,302.42,6.92,D,0
18.1557,78.03182,334.61,0.64,0.54,2020-11-17,727,N20,VIIRS,n,2,300.55,6.74,D,0
18.15642,78.02979,332.12,0.63,0.54,2020-11-17,727,N20,VIIRS,n,2,300.87,4.86,D,0
18.21044,78.16991,331.6,0.62,0.54,2020-11-17,727,N20,VIIRS,n,2,301.59,3.87,D,0
18.22193,77.99834,348.61,0.32,0.54,2020-11-17,727,N20,VIIRS,n,2,301.31,8.72,D,0
18.23,77.9873,338.01,0.32,0.54,2020-11-17,727,N20,VIIRS,n,2,299.8,2.48,D,0
18.23059,77.99025,335.84,0.32,0.54,2020-11-17,727,N20,VIIRS,n,2,301.52,2.48,D,0
18.23925,77.98215,332.64,0.32,0.54,2020-11-17,727,N20,VIIRS,n,2,300.85,2.99,D,0
18.24985,80.54628,338.84,0.44,0.46,2020-11-17,727,N20,VIIRS,n,2,300.63,4.2,D,0
18.2539,77.92618,332.63,0.32,0.55,2020-11-17,727,N20,VIIRS,n,2,301.36,1.93,D,0
18.25449,77.92915,334.35,0.32,0.55,2020-11-17,727,N20,VIIRS,n,2,299.79,1.93,D,0
18.25513,77.92814,342.51,0.32,0.55,2020-11-17,727,N20,VIIRS,n,2,299.9,4.44,D,0
18.26657,78.82529,331.6,0.56,0.52,2020-11-17,727,N20,VIIRS,n,2,299.56,2.78,D,0
