latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
16.26273,81.17413,331.67,0.57,0.69,2025-03-20,659,N20,VIIRS,l,2,303.73,3.84,D,0
16.47961,80.98211,332.08,0.58,0.7,2025-03-20,700,N20,VIIRS,n,2,300.41,7.21,D,0
16.4835,80.98122,333.07,0.58,0.7,2025-03-20,700,N20,VIIRS,n,2,302.15,5.54,D,0
16.541,80.90069,353.13,0.59,0.7,2025-03-20,700,N20,VIIRS,n,2,302.41,6.04,D,0
16.54217,80.90605,337.34,0.59,0.7,2025-03-20,700,N20,VIIRS,n,2,301.07,6.04,D,0
16.54731,80.89923,335.97,0.59,0.7,2025-03-20,700,N20,VIIRS,n,2,301.18,6.04,D,0
16.54847,80.90457,334.0,0.59,0.7,2025-03-20,700,N20,VIIRS,n,2,301.87,6.04,D,0
17.0351,79.05813,330.19,0.76,0.77,2025-03-20,700,N20,VIIRS,n,2,300.18,3.84,D,0
17.27481,79.12634,331.15,0.74,0.76,2025-03-20,700,N20,VIIRS,n,2,299.91,5.18,D,0
17.40423,81.46519,335.37,0.52,0.67,2025-03-20,700,N20,VIIRS,n,2,299.93,4.2,D,0
17.56188,80.98833,334.63,0.55,0.68,2025-03-20,700,N20,VIIRS,n,2,303.87,7.63,D,0
17.56948,80.40965,339.79,0.6,0.71,2025-03-20,700,N20,VIIRS,n,2,304.74,7.74,D,0
17.57065,80.40838,332.05,0.6,0.71,2025-03-20,700,N20,VIIRS,l,2,304.4,7.26,D,0
17.57072,80.41528,347.74,0.6,0.71,2025-03-20,700,N20,VIIRS,n,2,304.11,7.74,D,0
17.57193,80.41398,348.55,0.6,0.71,2025-03-20,700,N20,VIIRS,n,2,303.79,10.99,D,0
17.60381,80.97281,336.26,0.55,0.68,2025-03-20,700,N20,VIIRS,n,2,302.01,2.68,D,0
17.60829,80.97175,355.75,0.55,0.68,2025-03-20,700,N20,VIIRS,n,2,301.36,9.8,D,0
17.67186,79.00391,331.88,0.74,0.76,2025-03-20,700,N20,VIIRS,n,2,300.66,7.47,D,0
17.70186,80.99046,348.31,0.55,0.68,2025-03-20,700,N20,VIIRS,n,2,305.69,5.95,D,0
17.70314,80.99161,349.91,0.55,0.68,2025-03-20,700,N20,VIIRS,n,2,305.79,5.48,D,0
17.70543,80.47383,346.46,0.59,0.7,2025-03-20,700,N20,VIIRS,n,2,306.89,7.97,D,0
