latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
17.06174,80.96807,332.77,0.39,0.36,2020-01-06,751,N20,VIIRS,n,2,296.57,2.33,D,0
17.19408,80.87542,343.13,0.38,0.36,2020-01-06,751,N20,VIIRS,n,2,299.51,4.77,D,0
17.23124,81.10176,335.88,0.39,0.36,2020-01-06,751,N20,VIIRS,n,2,298.85,4.88,D,0
17.25139,80.60117,343.39,0.38,0.36,2020-01-06,751,N20,VIIRS,n,2,300.87,3.77,D,0
17.25217,80.45039,332.93,0.38,0.36,2020-01-06,751,N20,VIIRS,n,2,298.65,2.2,D,0
16.96223,77.37955,334.5,0.46,0.39,2020-01-06,752,N20,VIIRS,n,2,293.37,2.52,D,0
17.49355,78.28839,332.47,0.42,0.38,2020-01-06,752,N20,VIIRS,n,2,296.75,3.36,D,0
17.51794,78.24446,334.52,0.42,0.38,2020-01-06,752,N20,VIIRS,n,2,298.95,5.9,D,0
17.51864,78.24775,335.03,0.42,0.38,2020-01-06,752,N20,VIIRS,n,2,299.87,4.28,D,0
17.54474,79.03625,335.41,0.4,0.37,2020-01-06,752,N20,VIIRS,n,2,299.86,4.91,D,0
17.54599,80.71062,335.24,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,302.12,3.89,D,0
17.5647,80.7002,333.87,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.5,2.02,D,0
17.5793,80.21432,330.44,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,296.28,2.05,D,0
17.74766,78.03796,332.56,0.42,0.38,2020-01-06,752,N20,VIIRS,n,2,298.45,4.87,D,0
17.84484,79.9071,339.13,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,303.04,3.64,D,0
17.86627,79.8924,335.79,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,301.55,4.39,D,0
17.86901,79.88824,338.48,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,301.13,4.68,D,0
17.96674,79.97129,332.28,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,297.06,3.34,D,0
18.00005,77.71844,330.63,0.43,0.38,2020-01-06,752,N20,VIIRS,n,2,299.43,1.77,D,0
18.02761,80.72939,330.49,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,301.54,1.81,D,0
18.06417,79.78746,334.27,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.77,3.06,D,0
18.09307,78.65206,332.46,0.4,0.37,2020-01-06,752,N20,VIIRS,n,2,297.84,3.86,D,0
18.09576,79.79281,330.32,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.39,2.26,D,0
18.09944,79.57648,334.87,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,302.41,4.43,D,0
18.14103,80.60278,330.24,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,299.98,1.5,D,0
18.14767,80.5795,335.08,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.87,2.97,D,0
18.15097,80.57896,329.8,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.23,2.35,D,0
18.15373,80.57481,334.5,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.67,3.72,D,0
18.16444,79.7552,333.67,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,302.57,3.2,D,0
18.17652,80.38994,332.86,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,301.14,1.86,D,0
18.17922,79.71925,330.13,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.4,1.85,D,0
18.19009,79.72107,341.11,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,303.3,4.98,D,0
18.21818,79.72746,335.07,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.91,3.26,D,0
18.25168,79.96655,340.42,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,302.15,3.61,D,0
18.25882,79.96906,330.63,0.38,0.36,2020-01-06,752,N20,VIIRS,l,2,301.21,2.57,D,0
18.25938,79.97266,341.36,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,301.75,2.57,D,0
18.26212,79.9685,336.75,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.37,2.42,D,0
18.26267,79.97211,334.58,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,301.0,2.42,D,0
18.26829,79.54763,331.43,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.01,1.83,D,0
18.26885,79.55127,331.64,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,299.12,2.3,D,0
18.27419,79.95906,331.98,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,299.82,1.61,D,0
18.28012,80.42409,330.98,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,302.33,2.64,D,0
18.28414,79.69395,339.91,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.67,2.87,D,0
18.28738,79.95685,333.57,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.3,2.64,D,0
18.28898,79.92324,333.11,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,303.47,2.02,D,0
18.29724,79.93296,338.68,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,301.53,2.15,D,0
18.30053,79.9324,331.71,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,299.36,2.15,D,0
18.30494,79.93907,331.71,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,299.9,1.17,D,0
18.30659,79.94991,335.24,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,302.11,2.83,D,0
18.31208,79.94158,332.85,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,301.48,2.52,D,0
18.32505,78.47427,330.61,0.41,0.37,2020-01-06,752,N20,VIIRS,n,2,299.54,2.15,D,0
18.32881,80.56397,332.59,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.81,2.29,D,0
18.3694,79.8277,334.03,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.79,4.26,D,0
18.37157,79.60052,338.97,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,299.99,3.18,D,0
18.37308,77.84572,336.63,0.43,0.38,2020-01-06,752,N20,VIIRS,n,2,301.42,4.57,D,0
18.4271,79.82529,331.34,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.36,2.62,D,0
18.44822,80.03307,330.95,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.23,2.74,D,0
18.49828,80.06898,335.31,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,303.16,3.38,D,0
18.55188,79.73255,331.25,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,299.67,1.81,D,0
18.5945,79.87759,334.14,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.72,2.44,D,0
18.59998,79.86925,334.66,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,298.98,2.76,D,0
18.60054,79.87286,338.33,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.05,4.61,D,0
18.60761,79.28214,334.76,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.23,3.3,D,0
18.65611,79.65897,340.19,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.87,3.55,D,0
18.66091,79.82173,330.85,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.74,2.37,D,0
18.66551,79.67598,332.67,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.85,2.38,D,0
18.66827,80.07278,332.28,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.64,2.74,D,0
18.74816,79.63918,333.08,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.57,1.76,D,0
18.80299,79.79724,329.47,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,300.83,1.96,D,0
18.82418,79.53668,333.03,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,300.89,2.26,D,0
18.83231,79.65462,330.64,0.39,0.36,2020-01-06,752,N20,VIIRS,l,2,301.29,3.21,D,0
18.85597,79.98882,332.76,0.38,0.36,2020-01-06,752,N20,VIIRS,n,2,301.86,2.88,D,0
18.87132,79.18691,330.65,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,297.09,1.19,D,0
18.93748,79.15284,334.21,0.39,0.36,2020-01-06,752,N20,VIIRS,n,2,299.24,2.81,D,0
