latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
15.51733,80.16127,341.57,0.42,0.45,2022-04-05,817,N20,VIIRS,n,2,304.79,4.78,D,0
15.57065,78.83457,341.25,0.52,0.42,2022-04-05,817,N20,VIIRS,n,2,306.69,6.09,D,0
15.5713,78.83951,330.66,0.52,0.42,2022-04-05,817,N20,VIIRS,l,2,305.09,2.94,D,0
15.57448,78.83406,337.32,0.52,0.42,2022-04-05,817,N20,VIIRS,n,2,304.41,6.09,D,0
15.59821,77.51366,340.0,0.45,0.39,2022-04-05,817,N20,VIIRS,l,2,311.44,8.8,D,0
15.66664,78.89346,336.1,0.53,0.42,2022-04-05,817,N20,VIIRS,l,2,307.45,1.03,D,0
15.66874,78.89663,339.57,0.53,0.42,2022-04-05,817,N20,VIIRS,n,2,307.33,4.08,D,0
15.67005,79.01115,337.63,0.54,0.42,2022-04-05,817,N20,VIIRS,l,2,309.97,6.05,D,0
15.67593,78.4688,335.29,0.5,0.41,2022-04-05,817,N20,VIIRS,l,2,306.25,4.32,D,0
15.67657,78.47346,337.94,0.5,0.41,2022-04-05,817,N20,VIIRS,n,2,307.06,4.32,D,0
15.73047,78.81532,337.47,0.52,0.42,2022-04-05,817,N20,VIIRS,n,2,304.83,4.23,D,0
15.74141,80.0643,333.47,0.41,0.45,2022-04-05,817,N20,VIIRS,l,2,304.09,2.44,D,0
15.7582,78.14095,337.66,0.48,0.4,2022-04-05,817,N20,VIIRS,l,2,311.71,7.31,D,0
15.75867,79.51598,337.17,0.38,0.44,2022-04-05,817,N20,VIIRS,n,2,304.81,4.17,D,0
15.77948,78.13843,339.21,0.48,0.4,2022-04-05,817,N20,VIIRS,n,2,309.07,5.24,D,0
15.78031,78.13786,340.24,0.48,0.4,2022-04-05,817,N20,VIIRS,n,2,309.28,5.79,D,0
15.80134,78.97861,332.72,0.54,0.42,2022-04-05,817,N20,VIIRS,l,2,306.61,3.82,D,0
15.80447,78.94233,339.98,0.53,0.42,2022-04-05,817,N20,VIIRS,l,2,314.7,58.24,D,0
15.81042,79.04847,336.02,0.54,0.42,2022-04-05,817,N20,VIIRS,n,2,306.11,3.3,D,0
15.81095,79.02218,339.55,0.54,0.42,2022-04-05,817,N20,VIIRS,n,2,304.26,4.92,D,0
15.81382,79.07468,334.47,0.54,0.42,2022-04-05,817,N20,VIIRS,l,2,305.86,3.84,D,0
15.8143,79.04795,336.26,0.54,0.42,2022-04-05,817,N20,VIIRS,n,2,305.17,3.09,D,0
15.8145,79.07998,344.43,0.54,0.42,2022-04-05,817,N20,VIIRS,n,2,306.07,3.84,D,0
15.81702,79.06882,347.18,0.54,0.42,2022-04-05,817,N20,VIIRS,n,2,307.62,9.71,D,0
15.82458,79.03583,335.39,0.54,0.42,2022-04-05,817,N20,VIIRS,l,2,306.65,7.68,D,0
15.82525,79.04094,334.28,0.54,0.42,2022-04-05,817,N20,VIIRS,l,2,305.46,5.58,D,0
15.90848,78.88343,333.44,0.53,0.42,2022-04-05,817,N20,VIIRS,l,2,304.43,4.62,D,0
16.05632,77.95093,339.02,0.48,0.4,2022-04-05,817,N20,VIIRS,l,2,313.22,7.95,D,0
16.08894,77.67058,337.13,0.46,0.39,2022-04-05,817,N20,VIIRS,l,2,309.46,6.99,D,0
16.09205,78.78672,333.39,0.53,0.42,2022-04-05,817,N20,VIIRS,l,2,307.58,4.59,D,0
16.0927,78.7917,347.31,0.53,0.42,2022-04-05,817,N20,VIIRS,n,2,307.2,4.59,D,0
16.12669,80.15598,344.7,0.42,0.46,2022-04-05,817,N20,VIIRS,n,2,299.43,2.67,D,0
16.15165,77.1601,340.59,0.44,0.38,2022-04-05,817,N20,VIIRS,n,2,309.86,5.74,D,0
16.24052,77.22709,339.81,0.44,0.39,2022-04-05,817,N20,VIIRS,l,2,310.52,8.89,D,0
16.24529,80.10833,334.89,0.42,0.45,2022-04-05,817,N20,VIIRS,n,2,300.5,3.28,D,0
16.30858,78.86578,338.92,0.54,0.42,2022-04-05,817,N20,VIIRS,n,2,309.82,3.03,D,0
16.31037,78.86774,335.3,0.54,0.42,2022-04-05,817,N20,VIIRS,l,2,309.05,3.37,D,0
16.38674,81.25632,333.46,0.5,0.49,2022-04-05,817,N20,VIIRS,n,2,300.63,2.48,D,0
16.40155,79.021,338.76,0.55,0.43,2022-04-05,817,N20,VIIRS,n,2,307.76,6.42,D,0
16.40546,79.02046,337.09,0.55,0.43,2022-04-05,817,N20,VIIRS,n,2,305.81,1.56,D,0
16.41546,77.0055,344.28,0.44,0.38,2022-04-05,817,N20,VIIRS,n,2,312.42,8.0,D,0
16.41624,81.06945,336.65,0.49,0.49,2022-04-05,817,N20,VIIRS,n,2,301.52,5.37,D,0
16.43877,77.99648,338.62,0.48,0.4,2022-04-05,817,N20,VIIRS,l,2,308.71,6.22,D,0
16.47059,80.81673,331.83,0.47,0.48,2022-04-05,817,N20,VIIRS,n,2,299.98,2.86,D,0
16.49464,79.34127,339.01,0.38,0.43,2022-04-05,817,N20,VIIRS,n,2,306.25,3.39,D,0
16.64816,77.38887,344.64,0.46,0.39,2022-04-05,817,N20,VIIRS,n,2,313.22,5.23,D,0
16.64873,77.39313,341.11,0.46,0.39,2022-04-05,817,N20,VIIRS,l,2,312.77,5.23,D,0
16.64924,77.38754,343.06,0.46,0.39,2022-04-05,817,N20,VIIRS,n,2,312.39,5.47,D,0
16.64984,77.39178,343.46,0.46,0.39,2022-04-05,817,N20,VIIRS,l,2,314.01,5.47,D,0
16.67724,78.68732,337.11,0.53,0.42,2022-04-05,817,N20,VIIRS,l,2,307.86,3.85,D,0
16.72827,77.60081,337.12,0.47,0.39,2022-04-05,817,N20,VIIRS,l,2,307.17,1.82,D,0
16.76927,77.43166,338.02,0.46,0.39,2022-04-05,817,N20,VIIRS,l,2,309.38,2.39,D,0
16.82292,77.05583,342.29,0.44,0.39,2022-04-05,817,N20,VIIRS,n,2,311.72,6.65,D,0
16.85676,80.17632,331.23,0.44,0.46,2022-04-05,817,N20,VIIRS,l,2,305.18,3.83,D,0
16.91301,77.00446,339.1,0.44,0.38,2022-04-05,817,N20,VIIRS,l,2,311.76,6.86,D,0
16.95266,80.6995,331.48,0.47,0.48,2022-04-05,817,N20,VIIRS,n,2,299.41,3.73,D,0
16.95286,78.80304,335.11,0.54,0.42,2022-04-05,817,N20,VIIRS,l,2,306.34,4.58,D,0
16.95724,80.25981,351.99,0.44,0.46,2022-04-05,817,N20,VIIRS,n,2,301.53,8.62,D,0
17.00192,78.34539,340.88,0.51,0.41,2022-04-05,817,N20,VIIRS,n,2,309.52,4.97,D,0
17.35263,77.66957,339.6,0.48,0.4,2022-04-05,817,N20,VIIRS,l,2,311.4,7.79,D,0
17.35461,79.39577,336.89,0.4,0.44,2022-04-05,817,N20,VIIRS,n,2,302.09,3.18,D,0
17.38272,77.83994,341.84,0.49,0.4,2022-04-05,817,N20,VIIRS,l,2,313.62,12.66,D,0
17.38429,78.0649,337.84,0.5,0.41,2022-04-05,817,N20,VIIRS,l,2,308.21,12.27,D,0
17.38462,80.60809,331.29,0.47,0.48,2022-04-05,817,N20,VIIRS,l,2,302.62,3.11,D,0
17.38479,80.61163,332.27,0.47,0.48,2022-04-05,817,N20,VIIRS,n,2,302.14,2.93,D,0
17.3924,77.52344,341.59,0.47,0.4,2022-04-05,817,N20,VIIRS,l,2,312.88,10.29,D,0
17.42882,77.18753,341.76,0.45,0.39,2022-04-05,817,N20,VIIRS,l,2,314.56,12.58,D,0
17.49133,77.78835,342.83,0.49,0.4,2022-04-05,817,N20,VIIRS,n,2,312.48,16.36,D,0
17.49376,78.88122,332.11,0.56,0.43,2022-04-05,817,N20,VIIRS,l,2,302.79,1.58,D,0
17.49394,78.8835,337.23,0.56,0.43,2022-04-05,817,N20,VIIRS,n,2,305.53,2.96,D,0
17.51387,77.12425,341.08,0.45,0.39,2022-04-05,817,N20,VIIRS,l,2,312.58,14.03,D,0
17.52103,81.42543,334.9,0.54,0.5,2022-04-05,817,N20,VIIRS,n,2,298.91,4.04,D,0
17.53786,77.03454,341.42,0.45,0.39,2022-04-05,817,N20,VIIRS,l,2,315.14,11.04,D,0
17.53966,80.7087,337.1,0.48,0.48,2022-04-05,817,N20,VIIRS,n,2,301.56,3.1,D,0
17.55705,81.45116,336.73,0.54,0.51,2022-04-05,817,N20,VIIRS,n,2,299.72,8.22,D,0
17.56097,81.0853,331.82,0.51,0.49,2022-04-05,817,N20,VIIRS,n,2,299.24,2.51,D,0
17.56405,79.15228,343.03,0.39,0.44,2022-04-05,817,N20,VIIRS,n,2,303.0,4.25,D,0
17.58731,80.76784,338.56,0.49,0.48,2022-04-05,817,N20,VIIRS,n,2,300.16,3.88,D,0
17.61008,78.30898,337.06,0.52,0.41,2022-04-05,817,N20,VIIRS,l,2,308.2,2.86,D,0
17.6262,79.4494,331.73,0.4,0.44,2022-04-05,817,N20,VIIRS,n,2,299.84,2.11,D,0
17.62782,77.03429,343.17,0.45,0.39,2022-04-05,817,N20,VIIRS,l,2,313.49,11.19,D,0
17.6368,80.62406,347.6,0.48,0.48,2022-04-05,817,N20,VIIRS,n,2,303.27,6.17,D,0
17.66854,80.23364,337.46,0.45,0.47,2022-04-05,817,N20,VIIRS,n,2,301.8,3.59,D,0
17.67125,80.23333,348.98,0.45,0.47,2022-04-05,817,N20,VIIRS,n,2,303.33,8.3,D,0
17.69419,77.63288,338.31,0.48,0.4,2022-04-05,817,N20,VIIRS,l,2,309.86,8.24,D,0
17.70312,79.99635,338.09,0.44,0.46,2022-04-05,817,N20,VIIRS,n,2,299.28,2.29,D,0
17.71648,80.7994,337.7,0.49,0.49,2022-04-05,817,N20,VIIRS,n,2,302.08,3.2,D,0
17.72458,80.42245,330.68,0.46,0.47,2022-04-05,817,N20,VIIRS,n,2,299.29,3.24,D,0
