latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
18.51881,77.92338,333.54,0.5,0.41,2025-10-26,817,N20,VIIRS,n,2,293.18,5.95,D,0
18.52065,77.93755,332.94,0.5,0.41,2025-10-26,817,N20,VIIRS,n,2,292.36,6.01,D,0
18.53004,77.92181,334.33,0.5,0.41,2025-10-26,817,N20,VIIRS,n,2,291.18,2.55,D,0
18.54377,77.91026,332.13,0.5,0.41,2025-10-26,817,N20,VIIRS,n,2,291.7,2.39,D,0
19.78956,79.14845,304.53,0.48,0.48,2025-10-26,2047,N20,VIIRS,n,2,285.89,1.9,N,2
17.8016,77.15678,335.82,0.41,0.37,2025-10-27,758,N20,VIIRS,n,2,297.6,3.18,D,0
17.83096,78.95422,343.85,0.38,0.36,2025-10-27,758,N20,VIIRS,n,2,291.03,7.96,D,0
17.83426,78.95369,332.97,0.38,0.36,2025-10-27,758,N20,VIIRS,n,2,288.7,7.96,D,0
17.95953,78.61829,329.56,0.38,0.36,2025-10-27,758,N20,VIIRS,n,2,299.02,3.73,D,0
18.0632,78.76305,329.83,0.38,0.36,2025-10-27,758,N20,VIIRS,n,2,294.03,2.57,D,0
18.42734,77.99476,338.89,0.39,0.36,2025-10-27,758,N20,VIIRS,n,2,297.03,5.47,D,0
18.52363,77.95914,342.41,0.39,0.36,2025-10-27,758,N20,VIIRS,n,2,300.93,8.04,D,0
18.53275,77.90885,341.91,0.39,0.36,2025-10-27,758,N20,VIIRS,n,2,301.75,7.19,D,0
18.60047,77.86341,344.5,0.39,0.36,2025-10-27,758,N20,VIIRS,n,2,301.29,7.27,D,0
18.61976,77.85633,330.83,0.39,0.36,2025-10-27,758,N20,VIIRS,l,2,302.98,2.87,D,0
18.62444,78.23669,332.1,0.39,0.36,2025-10-27,758,N20,VIIRS,n,2,292.7,3.29,D,0
18.62696,77.85884,336.76,0.39,0.36,2025-10-27,758,N20,VIIRS,n,2,301.96,4.56,D,0
18.65424,78.27625,342.82,0.39,0.36,2025-10-27,758,N20,VIIRS,n,2,296.13,3.95,D,0
18.66442,77.83736,330.64,0.39,0.36,2025-10-27,758,N20,VIIRS,n,2,299.23,2.74,D,0
18.66499,77.84102,334.28,0.39,0.36,2025-10-27,758,N20,VIIRS,n,2,300.91,2.74,D,0
16.87102,80.01775,303.11,0.45,0.63,2025-10-30,1932,N20,VIIRS,n,2,290.87,0.72,N,0
17.18467,80.77348,311.7,0.4,0.6,2025-10-30,1932,N20,VIIRS,n,2,290.92,0.76,N,0
18.72066,79.53587,301.75,0.51,0.66,2025-10-30,1932,N20,VIIRS,n,2,287.06,0.88,N,2
15.9635,80.93484,307.31,0.38,0.59,2025-10-30,1933,N20,VIIRS,n,2,291.79,0.63,N,2
