latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
15.56585,78.23543,353.26,0.44,0.62,2024-10-26,719,N20,VIIRS,n,2,294.76,6.25,D,0
15.56915,78.23413,367.0,0.44,0.62,2024-10-26,719,N20,VIIRS,h,2,297.31,12.72,D,0
15.57146,78.23406,351.19,0.44,0.62,2024-10-26,719,N20,VIIRS,n,2,293.08,6.25,D,0
15.88257,78.29263,339.81,0.43,0.62,2024-10-26,719,N20,VIIRS,n,2,296.29,4.64,D,0
17.08612,81.05994,334.43,0.53,0.5,2024-10-26,719,N20,VIIRS,n,2,289.26,3.14,D,0
17.52626,80.20554,328.63,0.6,0.53,2024-10-26,719,N20,VIIRS,n,2,297.06,2.65,D,0
17.84429,78.57057,329.87,0.38,0.58,2024-10-26,719,N20,VIIRS,n,2,293.23,1.81,D,0
18.49036,78.26807,340.21,0.38,0.59,2024-10-26,720,N20,VIIRS,n,2,299.36,2.77,D,0
18.53273,77.91854,346.17,0.4,0.6,2024-10-26,720,N20,VIIRS,n,2,299.51,4.51,D,0
18.53323,77.91829,347.62,0.4,0.6,2024-10-26,720,N20,VIIRS,n,2,299.56,5.1,D,0
18.53458,78.38279,332.46,0.38,0.58,2024-10-26,720,N20,VIIRS,n,2,300.13,2.21,D,0
18.62089,77.95653,338.86,0.4,0.6,2024-10-26,720,N20,VIIRS,n,2,301.62,3.51,D,0
18.66331,77.94247,346.35,0.4,0.6,2024-10-26,720,N20,VIIRS,n,2,303.9,6.41,D,0
18.66472,77.94289,346.45,0.4,0.6,2024-10-26,720,N20,VIIRS,n,2,303.44,4.71,D,0
18.67566,77.96758,331.27,0.4,0.6,2024-10-26,720,N20,VIIRS,l,2,303.39,2.77,D,0
18.68193,77.997,367.0,0.4,0.6,2024-10-26,720,N20,VIIRS,h,2,302.17,6.55,D,0
18.6887,77.94901,330.16,0.4,0.6,2024-10-26,720,N20,VIIRS,n,2,300.23,1.29,D,0
18.78527,78.67171,330.82,0.36,0.57,2024-10-26,720,N20,VIIRS,n,2,300.25,2.83,D,0
17.33369,77.48055,306.15,0.32,0.55,2024-10-26,1950,N20,VIIRS,n,2,292.96,0.77,N,0
17.95997,80.78484,306.25,0.4,0.44,2024-10-26,1950,N20,VIIRS,n,2,294.71,1.26,N,0
18.71942,79.53616,309.33,0.49,0.48,2024-10-26,1950,N20,VIIRS,n,2,295.69,1.8,N,2
18.72329,79.50396,305.17,0.49,0.49,2024-10-26,1950,N20,VIIRS,n,2,293.2,0.4,N,0
19.80211,78.86439,303.06,0.56,0.51,2024-10-26,1950,N20,VIIRS,n,2,292.53,0.73,N,0
19.96463,79.33338,306.14,0.52,0.5,2024-10-26,1950,N20,VIIRS,n,2,290.8,1.31,N,2
19.96482,79.33179,308.01,0.52,0.5,2024-10-26,1950,N20,VIIRS,n,2,291.22,1.19,N,2
16.12687,77.36092,302.8,0.63,0.54,2024-10-26,1951,N20,VIIRS,n,2,291.31,0.59,N,0
16.45876,79.53998,305.15,0.45,0.47,2024-10-26,1951,N20,VIIRS,n,2,293.48,0.59,N,0
15.70757,77.66418,341.44,0.38,0.59,2024-10-27,840,N20,VIIRS,n,2,301.49,3.91,D,0
15.86053,78.58574,330.48,0.44,0.62,2024-10-27,840,N20,VIIRS,n,2,296.83,1.62,D,0
18.54263,77.93287,353.48,0.43,0.62,2024-10-27,841,N20,VIIRS,n,2,296.28,7.06,D,0
18.54526,77.9336,339.85,0.43,0.62,2024-10-27,841,N20,VIIRS,n,2,296.84,5.44,D,0
18.56,77.90769,333.5,0.42,0.61,2024-10-27,841,N20,VIIRS,n,2,296.84,2.95,D,0
