latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
15.56805,78.04686,340.42,0.41,0.37,2021-02-24,810,N20,VIIRS,n,2,309.56,5.74,D,0
15.57692,78.89697,339.91,0.44,0.38,2021-02-24,810,N20,VIIRS,l,2,312.78,12.67,D,0
15.57755,78.90144,353.63,0.44,0.38,2021-02-24,810,N20,VIIRS,n,2,310.95,12.67,D,0
15.59794,77.71881,344.72,0.4,0.37,2021-02-24,810,N20,VIIRS,l,2,317.2,5.84,D,0
15.61419,78.29516,346.21,0.42,0.38,2021-02-24,810,N20,VIIRS,n,2,311.78,5.44,D,0
15.63554,78.92744,337.8,0.44,0.39,2021-02-24,810,N20,VIIRS,n,2,308.38,3.12,D,0
15.63994,80.05446,340.44,0.5,0.41,2021-02-24,810,N20,VIIRS,n,2,307.18,10.21,D,0
15.64661,79.0609,336.76,0.45,0.39,2021-02-24,810,N20,VIIRS,l,2,309.2,3.01,D,0
15.66349,78.201,347.33,0.42,0.37,2021-02-24,810,N20,VIIRS,n,2,319.99,8.3,D,0
15.68251,78.9544,338.02,0.44,0.39,2021-02-24,810,N20,VIIRS,l,2,310.18,5.0,D,0
15.68812,77.14835,336.7,0.39,0.36,2021-02-24,810,N20,VIIRS,l,2,311.28,3.36,D,0
15.71021,77.41389,340.14,0.4,0.37,2021-02-24,810,N20,VIIRS,l,2,313.78,4.86,D,0
15.75321,78.91827,355.69,0.44,0.39,2021-02-24,810,N20,VIIRS,n,2,312.34,39.24,D,0
15.75433,78.92645,334.88,0.44,0.39,2021-02-24,810,N20,VIIRS,l,2,308.17,6.13,D,0
15.75617,78.91367,340.3,0.44,0.39,2021-02-24,810,N20,VIIRS,n,2,310.25,37.88,D,0
15.78336,78.52293,333.94,0.43,0.38,2021-02-24,810,N20,VIIRS,n,2,306.68,2.17,D,0
