latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
15.50453,79.71104,340.9,0.4,0.44,2024-04-14,817,N20,VIIRS,n,2,310.38,4.92,D,0
15.58611,78.48404,343.2,0.51,0.41,2024-04-14,817,N20,VIIRS,l,2,313.95,13.56,D,0
15.59875,79.76702,347.73,0.4,0.44,2024-04-14,817,N20,VIIRS,n,2,307.4,6.5,D,0
15.60675,78.63696,341.37,0.52,0.42,2024-04-14,817,N20,VIIRS,n,2,310.71,6.18,D,0
15.61056,78.63641,339.86,0.52,0.42,2024-04-14,817,N20,VIIRS,l,2,310.25,6.18,D,0
15.64502,79.70738,346.94,0.4,0.44,2024-04-14,817,N20,VIIRS,n,2,311.21,7.56,D,0
15.72301,79.93246,346.9,0.41,0.45,2024-04-14,817,N20,VIIRS,n,2,308.46,4.14,D,0
15.7235,79.93633,343.59,0.41,0.45,2024-04-14,817,N20,VIIRS,n,2,308.14,4.14,D,0
15.78217,79.99962,338.59,0.42,0.45,2024-04-14,817,N20,VIIRS,l,2,308.78,2.46,D,0
15.84207,79.56615,345.99,0.39,0.44,2024-04-14,817,N20,VIIRS,n,2,310.61,6.97,D,0
15.86446,78.89017,334.1,0.54,0.42,2024-04-14,817,N20,VIIRS,l,2,308.2,2.53,D,0
15.86968,78.81176,332.95,0.54,0.42,2024-04-14,817,N20,VIIRS,l,2,306.65,2.58,D,0
15.89385,79.38821,348.67,0.39,0.44,2024-04-14,817,N20,VIIRS,n,2,308.06,5.82,D,0
15.89499,79.52462,354.46,0.39,0.44,2024-04-14,817,N20,VIIRS,n,2,310.4,16.64,D,0
15.91645,79.79241,343.53,0.41,0.45,2024-04-14,817,N20,VIIRS,n,2,309.1,4.25,D,0
15.94967,79.88963,335.13,0.41,0.45,2024-04-14,817,N20,VIIRS,l,2,308.32,3.4,D,0
15.65957,77.28957,340.14,0.45,0.39,2024-04-14,818,N20,VIIRS,l,2,311.31,1.72,D,0
15.84454,77.40046,342.87,0.45,0.39,2024-04-14,818,N20,VIIRS,l,2,313.49,11.68,D,0
15.92613,78.37054,343.52,0.51,0.41,2024-04-14,818,N20,VIIRS,l,2,314.39,18.5,D,0
15.9842,77.07938,339.41,0.44,0.38,2024-04-14,818,N20,VIIRS,l,2,309.45,12.02,D,0
15.99801,78.80453,344.14,0.54,0.42,2024-04-14,818,N20,VIIRS,n,2,309.74,6.97,D,0
16.0135,79.35342,346.0,0.39,0.44,2024-04-14,818,N20,VIIRS,n,2,312.15,7.49,D,0
16.03957,79.88205,337.3,0.42,0.45,2024-04-14,818,N20,VIIRS,l,2,308.24,5.54,D,0
