feature,importance
frp_rolling_7,0.16391756425164689
day_of_year,0.1562559706779442
frp_rolling_30,0.1264008002401922
fire_rolling_7,0.12313109922847486
fire_rolling_30,0.11259256607657368
fire_days_30,0.095760482799996
grid_lon,0.0656960589772953
grid_lat,0.06322514052505802
month,0.03489839723123816
fire_lag_1,0.02603519562132124
fire_lag_3,0.017693834901124923
fire_lag_7,0.014392889469134505
